loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_mean,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target
25000.0,60.0,13.33,573.06,C,C3,0.0,RENT,102000.0,Source Verified,debt_consolidation,8.41,0.0,682.0,0.0,9.0,0.0,23935.0,67.6,24.0,0
20000.0,60.0,10.99,434.75,B,B4,2.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,15.47,6.0,692.0,1.0,16.0,0.0,15915.0,70.1,40.0,0
5725.0,36.0,17.27,204.89,D,D2,2.0,MORTGAGE,120000.0,Source Verified,home_improvement,3.69,1.0,672.0,1.0,8.0,1.0,3139.0,25.9,15.0,0
15000.0,60.0,24.08,432.22,F,F2,8.0,MORTGAGE,48000.0,Source Verified,debt_consolidation,14.42,1.0,692.0,0.0,11.0,0.0,5074.0,42.6,16.0,0
16000.0,60.0,18.24,408.39,D,D5,10.0,RENT,85000.0,Source Verified,debt_consolidation,18.68,3.0,677.0,1.0,19.0,1.0,8568.0,63.5,33.0,1
20000.0,60.0,14.08,466.2,C,C3,10.0,MORTGAGE,54000.0,Source Verified,home_improvement,3.02,3.0,667.0,1.0,4.0,0.0,4015.0,49.0,11.0,1
5000.0,36.0,19.52,184.6,D,D4,10.0,RENT,125000.0,Verified,moving,8.04,0.0,702.0,1.0,6.0,3.0,5927.0,65.1,16.0,0
7000.0,36.0,13.11,236.22,C,C2,1.0,RENT,39996.0,Source Verified,debt_consolidation,11.01,0.0,682.0,1.0,8.0,0.0,3761.0,47.6,11.0,0
9550.0,36.0,20.2,355.89,E,E3,0.0,OWN,32000.0,Verified,debt_consolidation,28.09,1.0,662.0,2.0,17.0,1.0,11565.0,45.0,35.0,0
18000.0,36.0,11.99,597.78,B,B5,10.0,MORTGAGE,82800.0,Source Verified,debt_consolidation,15.94,0.0,667.0,2.0,24.0,0.0,4402.0,17.3,42.0,0
21000.0,36.0,9.17,669.46,B,B2,8.0,MORTGAGE,77000.0,Source Verified,credit_card,21.13,0.0,662.0,0.0,15.0,0.0,32677.0,75.1,57.0,1
16000.0,60.0,7.89,323.59,A,A5,10.0,MORTGAGE,125000.0,Source Verified,small_business,12.95,0.0,747.0,0.0,10.0,0.0,20093.0,44.8,22.0,1
18100.0,60.0,22.39,503.93,E,E1,10.0,RENT,50000.0,Verified,debt_consolidation,13.63,1.0,662.0,1.0,8.0,0.0,6105.0,58.8,12.0,1
2400.0,36.0,19.19,88.21,E,E3,2.0,RENT,32400.0,Not Verified,debt_consolidation,20.15,0.0,752.0,1.0,7.0,0.0,27.0,2.7,11.0,0
14400.0,36.0,9.49,461.21,B,B2,10.0,MORTGAGE,45000.0,Not Verified,debt_consolidation,23.81,0.0,717.0,0.0,14.0,0.0,8270.0,52.7,36.0,0
30000.0,36.0,9.17,956.37,B,B2,10.0,MORTGAGE,72000.0,Source Verified,credit_card,27.05,0.0,722.0,1.0,11.0,0.0,106583.0,44.1,35.0,0
15000.0,36.0,13.11,506.21,B,B4,7.0,MORTGAGE,70000.0,Verified,debt_consolidation,15.14,1.0,662.0,1.0,16.0,0.0,14542.0,45.4,49.0,0
32000.0,36.0,7.24,991.59,A,A3,1.0,MORTGAGE,103000.0,Verified,debt_consolidation,22.54,0.0,737.0,0.0,16.0,0.0,38333.0,33.2,29.0,0
8250.0,36.0,9.16,262.97,B,B2,0.0,OWN,16536.0,Verified,debt_consolidation,19.96,1.0,692.0,3.0,11.0,0.0,12342.0,28.0,25.0,0
20000.0,36.0,7.89,625.72,A,A5,10.0,MORTGAGE,96000.0,Source Verified,debt_consolidation,17.31,1.0,687.0,0.0,12.0,0.0,24623.0,45.3,29.0,0
10000.0,36.0,6.24,305.31,A,A2,3.0,MORTGAGE,80000.0,Verified,home_improvement,4.52,0.0,767.0,0.0,5.0,0.0,5490.0,12.2,12.0,0
4000.0,36.0,6.76,123.07,A,A2,10.0,MORTGAGE,53155.0,Verified,debt_consolidation,20.75,0.0,752.0,0.0,12.0,0.0,10943.0,30.7,19.0,0
1600.0,36.0,10.64,52.11,B,B4,10.0,RENT,60000.0,Verified,other,23.38,0.0,677.0,0.0,8.0,0.0,25277.0,74.1,14.0,0
9000.0,36.0,10.15,291.04,B,B2,10.0,RENT,39000.0,Not Verified,other,13.82,0.0,672.0,0.0,7.0,1.0,2961.0,53.8,22.0,0
15000.0,36.0,14.08,513.25,C,C3,10.0,OWN,125000.0,Source Verified,home_improvement,1.22,1.0,682.0,2.0,6.0,0.0,2889.0,35.2,10.0,1
11000.0,36.0,7.21,340.71,A,A3,0.0,MORTGAGE,32760.0,Source Verified,debt_consolidation,44.73,0.0,757.0,0.0,16.0,0.0,13763.0,29.5,21.0,0
4800.0,36.0,7.97,150.35,A,A5,10.0,MORTGAGE,55000.0,Source Verified,credit_card,34.81,0.0,687.0,1.0,16.0,1.0,18496.0,79.7,24.0,1
17000.0,60.0,19.99,450.31,E,E1,10.0,MORTGAGE,110000.0,Verified,debt_consolidation,19.31,3.0,677.0,1.0,10.0,0.0,33064.0,75.3,36.0,0
15000.0,60.0,14.99,356.78,C,C4,10.0,MORTGAGE,91000.0,Verified,debt_consolidation,6.36,2.0,702.0,1.0,17.0,0.0,6404.0,9.0,18.0,0
19200.0,36.0,19.19,705.65,E,E3,0.0,OWN,60000.0,Source Verified,house,6.81,0.0,747.0,1.0,5.0,0.0,3564.0,28.7,12.0,0
4000.0,36.0,9.99,129.05,B,B3,10.0,MORTGAGE,110000.0,Not Verified,debt_consolidation,25.34,0.0,727.0,0.0,21.0,0.0,7005.0,9.1,63.0,0
10000.0,60.0,17.86,253.18,D,D5,10.0,MORTGAGE,35000.0,Not Verified,credit_card,16.08,0.0,682.0,0.0,8.0,0.0,7685.0,80.1,16.0,1
5000.0,36.0,10.42,162.33,B,B3,10.0,MORTGAGE,55000.0,Verified,credit_card,23.94,0.0,687.0,1.0,15.0,0.0,11893.0,57.0,29.0,0
5100.0,36.0,14.46,175.45,C,C4,3.0,RENT,15000.0,Source Verified,debt_consolidation,31.19,0.0,662.0,1.0,13.0,1.0,4099.0,20.4,41.0,0
26900.0,36.0,7.9,841.71,A,A4,10.0,OWN,68000.0,Verified,credit_card,27.12,0.0,787.0,0.0,4.0,0.0,8519.0,35.6,13.0,0
5000.0,36.0,7.21,154.87,A,A3,3.0,RENT,60000.0,Source Verified,debt_consolidation,4.16,0.0,677.0,1.0,6.0,0.0,3075.0,14.3,10.0,0
1800.0,36.0,6.72,55.35,A,A3,1.0,RENT,40000.0,Source Verified,other,37.47,0.0,782.0,0.0,6.0,0.0,2119.0,28.6,8.0,0
12000.0,36.0,10.99,392.81,B,B4,2.0,RENT,30000.0,Source Verified,debt_consolidation,4.35,0.0,667.0,1.0,4.0,0.0,3384.0,65.1,8.0,0
35000.0,60.0,16.49,860.28,D,D3,10.0,MORTGAGE,150000.0,Verified,debt_consolidation,12.8,1.0,672.0,1.0,13.0,0.0,15807.0,59.9,43.0,0
9000.0,36.0,7.9,281.62,A,A4,10.0,RENT,37000.0,Source Verified,credit_card,13.95,0.0,742.0,0.0,6.0,0.0,10040.0,48.0,21.0,0
11200.0,36.0,8.39,352.99,B,B1,4.0,OWN,98000.0,Verified,vacation,30.17,1.0,712.0,0.0,15.0,0.0,14210.0,50.4,32.0,0
19000.0,60.0,13.99,442.0,C,C4,10.0,MORTGAGE,73500.0,Source Verified,credit_card,27.27,0.0,672.0,0.0,11.0,1.0,14825.0,76.0,32.0,0
15000.0,36.0,20.0,557.46,D,D4,10.0,MORTGAGE,108000.0,Source Verified,debt_consolidation,13.3,1.0,667.0,3.0,8.0,0.0,15559.0,56.2,12.0,1
6000.0,36.0,14.65,206.97,C,C5,8.0,MORTGAGE,40000.0,Not Verified,debt_consolidation,26.64,0.0,672.0,3.0,19.0,1.0,6360.0,18.0,26.0,0
10000.0,60.0,17.57,251.61,D,D4,5.0,RENT,36000.0,Verified,debt_consolidation,15.87,0.0,697.0,0.0,5.0,0.0,10573.0,35.8,13.0,0
30000.0,36.0,12.49,1003.47,B,B4,5.0,RENT,90000.0,Source Verified,other,10.1,0.0,712.0,1.0,3.0,0.0,20547.0,95.1,15.0,0
24000.0,60.0,10.42,514.91,B,B3,3.0,MORTGAGE,180000.0,Source Verified,credit_card,13.95,0.0,732.0,1.0,26.0,0.0,25561.0,30.8,46.0,0
18000.0,36.0,6.03,547.84,A,A1,9.0,MORTGAGE,74392.24,Not Verified,credit_card,24.6,0.0,727.0,0.0,16.0,0.0,11275.0,34.1,39.0,0
24000.0,60.0,7.97,486.29,A,A5,10.0,MORTGAGE,230000.0,Source Verified,credit_card,17.0,0.0,722.0,0.0,17.0,0.0,43263.0,60.8,29.0,0
20000.0,60.0,15.41,480.12,D,D1,7.0,RENT,125000.0,Source Verified,debt_consolidation,4.0,0.0,677.0,0.0,8.0,0.0,11995.0,63.8,12.0,0
14000.0,60.0,16.99,347.87,D,D1,6.0,RENT,40000.0,Not Verified,debt_consolidation,25.11,0.0,667.0,0.0,11.0,0.0,33552.0,70.6,19.0,1
16000.0,36.0,13.49,542.89,C,C1,1.0,MORTGAGE,68000.0,Not Verified,debt_consolidation,16.76,0.0,702.0,1.0,15.0,0.0,11684.0,42.6,33.0,0
20000.0,36.0,6.54,371.08,A,A4,3.0,RENT,65000.0,Verified,debt_consolidation,13.26,0.0,752.0,0.0,10.0,0.0,6928.0,43.6,17.0,0
2400.0,36.0,9.17,76.51,B,B2,4.0,RENT,44000.0,Source Verified,other,7.61,0.0,717.0,0.0,7.0,0.0,697.0,4.3,16.0,0
8325.0,36.0,12.99,280.47,C,C1,0.0,RENT,28000.0,Verified,debt_consolidation,5.1,0.0,662.0,0.0,9.0,3.0,3521.0,21.0,50.0,0
5000.0,36.0,12.69,167.73,C,C2,2.0,RENT,36116.0,Not Verified,debt_consolidation,28.32,1.0,677.0,1.0,15.0,0.0,12927.0,47.9,20.0,0
4750.0,36.0,19.05,174.24,D,D4,4.0,RENT,42000.0,Not Verified,other,19.14,0.0,687.0,1.0,12.0,0.0,8890.0,42.1,27.0,0
3825.0,36.0,18.25,138.77,E,E1,2.0,MORTGAGE,28000.0,Verified,other,28.59,0.0,692.0,2.0,10.0,0.0,12485.0,69.7,18.0,1
10000.0,36.0,15.31,348.18,C,C2,1.0,MORTGAGE,54000.0,Verified,debt_consolidation,28.76,0.0,672.0,0.0,9.0,0.0,6617.0,52.1,25.0,0
15000.0,36.0,11.47,494.43,B,B5,8.0,OWN,90000.0,Verified,credit_card,25.87,1.0,662.0,0.0,10.0,0.0,13968.0,52.3,23.0,0
3600.0,36.0,9.16,114.75,B,B2,5.0,MORTGAGE,100000.0,Source Verified,major_purchase,0.94,0.0,677.0,0.0,7.0,0.0,284.0,2.8,28.0,0
7500.0,36.0,15.99,263.65,C,C5,2.0,MORTGAGE,30000.0,Verified,medical,17.16,1.0,697.0,0.0,4.0,0.0,0.0,0.0,11.0,0
16000.0,60.0,14.99,380.56,C,C4,2.0,MORTGAGE,75000.0,Source Verified,debt_consolidation,22.3,2.0,692.0,0.0,18.0,0.0,21768.0,49.2,45.0,1
6600.0,36.0,17.57,237.19,D,D4,0.0,RENT,37000.0,Source Verified,debt_consolidation,20.05,0.0,687.0,2.0,12.0,0.0,4203.0,38.9,14.0,0
15000.0,36.0,10.99,491.01,B,B2,10.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,11.02,0.0,697.0,1.0,7.0,1.0,6223.0,73.2,23.0,0
2500.0,36.0,11.55,82.5,B,B4,1.0,MORTGAGE,93000.0,Not Verified,other,9.12,1.0,727.0,2.0,10.0,0.0,4770.0,23.5,22.0,0
17500.0,60.0,15.61,421.95,D,D1,7.0,MORTGAGE,95000.0,Not Verified,debt_consolidation,8.32,1.0,677.0,0.0,8.0,3.0,6369.0,60.7,26.0,1
18000.0,36.0,7.49,559.83,A,A4,10.0,OWN,150000.0,Source Verified,credit_card,9.26,2.0,697.0,2.0,14.0,0.0,15200.0,45.1,28.0,0
4000.0,36.0,18.99,146.61,D,D4,1.0,RENT,25000.0,Source Verified,other,26.88,0.0,682.0,0.0,16.0,0.0,5645.0,47.8,26.0,0
4000.0,36.0,15.31,139.27,C,C2,10.0,MORTGAGE,42000.0,Not Verified,debt_consolidation,24.77,0.0,682.0,0.0,5.0,0.0,8591.0,96.5,19.0,0
10000.0,36.0,15.61,349.65,D,D1,7.0,RENT,30000.0,Source Verified,debt_consolidation,6.28,0.0,662.0,1.0,7.0,0.0,3762.0,26.7,7.0,0
6000.0,36.0,6.99,185.24,A,A2,6.0,MORTGAGE,156000.0,Source Verified,credit_card,10.45,0.0,732.0,1.0,7.0,0.0,31792.0,40.0,31.0,0
12000.0,36.0,6.24,366.37,A,A2,1.0,RENT,120000.0,Not Verified,credit_card,9.02,0.0,712.0,1.0,16.0,0.0,22951.0,47.2,34.0,0
35000.0,36.0,10.99,1145.69,B,B3,8.0,MORTGAGE,110000.0,Verified,home_improvement,8.84,0.0,762.0,3.0,6.0,0.0,13038.0,43.5,12.0,0
3000.0,36.0,13.66,102.04,C,C3,0.0,RENT,50000.0,Not Verified,debt_consolidation,24.77,0.0,662.0,0.0,4.0,1.0,7839.0,98.0,8.0,0
6025.0,36.0,16.55,213.47,D,D2,10.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,20.37,0.0,677.0,0.0,8.0,1.0,7949.0,46.5,31.0,0
10000.0,60.0,12.29,223.92,C,C1,10.0,MORTGAGE,75000.0,Verified,home_improvement,10.78,3.0,667.0,1.0,9.0,1.0,3246.0,29.0,24.0,0
40000.0,36.0,9.58,1282.82,B,B1,10.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,9.31,0.0,742.0,0.0,15.0,0.0,4508.0,8.3,15.0,0
17500.0,60.0,17.57,440.31,D,D4,10.0,MORTGAGE,105000.0,Source Verified,debt_consolidation,17.85,0.0,692.0,0.0,10.0,0.0,35706.0,70.7,13.0,0
3000.0,36.0,13.99,102.52,C,C4,8.0,RENT,50000.0,Not Verified,other,14.19,0.0,662.0,0.0,18.0,1.0,14247.0,61.1,29.0,1
8000.0,36.0,15.04,277.48,C,C4,5.0,OWN,38000.0,Source Verified,debt_consolidation,20.78,0.0,672.0,0.0,9.0,0.0,11018.0,66.0,11.0,1
10000.0,36.0,15.22,347.74,C,C3,3.0,RENT,30000.0,Not Verified,debt_consolidation,16.05,0.0,677.0,0.0,5.0,0.0,15058.0,69.1,10.0,1
20000.0,36.0,8.39,630.34,A,A5,0.0,OWN,60000.0,Verified,debt_consolidation,37.32,0.0,742.0,1.0,19.0,0.0,20953.0,18.1,37.0,0
5900.0,36.0,9.67,189.47,B,B1,4.0,MORTGAGE,34500.0,Not Verified,debt_consolidation,14.99,0.0,722.0,0.0,8.0,0.0,6219.0,41.2,27.0,0
18000.0,36.0,7.35,558.68,A,A4,0.0,MORTGAGE,130000.0,Not Verified,credit_card,18.01,1.0,707.0,0.0,14.0,0.0,33910.0,34.5,37.0,0
1500.0,36.0,13.67,51.03,C,C3,9.0,RENT,108000.0,Source Verified,small_business,5.27,0.0,697.0,0.0,3.0,1.0,975.0,17.7,16.0,0
10000.0,36.0,7.39,310.56,A,A4,10.0,RENT,85000.0,Not Verified,debt_consolidation,16.42,0.0,722.0,0.0,11.0,1.0,12882.0,55.3,19.0,0
23925.0,36.0,24.74,947.97,E,E3,10.0,RENT,57000.0,Verified,debt_consolidation,31.33,0.0,677.0,0.0,11.0,0.0,36047.0,80.5,19.0,1
6000.0,36.0,22.15,229.61,E,E5,8.0,MORTGAGE,120000.0,Source Verified,medical,15.05,0.0,662.0,2.0,19.0,0.0,18123.0,61.9,27.0,0
35000.0,60.0,13.35,802.65,C,C2,9.0,MORTGAGE,83000.0,Verified,debt_consolidation,17.22,0.0,737.0,0.0,10.0,0.0,14511.0,61.7,19.0,0
5000.0,36.0,15.99,175.77,D,D2,5.0,RENT,70000.0,Source Verified,debt_consolidation,13.51,1.0,672.0,0.0,7.0,0.0,3001.0,44.1,16.0,0
18000.0,36.0,8.9,571.56,A,A5,10.0,MORTGAGE,54424.0,Source Verified,debt_consolidation,21.19,0.0,727.0,0.0,21.0,0.0,20054.0,32.4,31.0,0
20000.0,36.0,10.99,654.68,B,B4,3.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,21.62,0.0,757.0,0.0,19.0,0.0,13439.0,34.5,38.0,0
18400.0,36.0,14.49,633.26,C,C4,2.0,OWN,40000.0,Verified,debt_consolidation,28.83,0.0,702.0,0.0,7.0,0.0,13885.0,70.5,9.0,0
15000.0,36.0,12.49,501.74,B,B5,2.0,RENT,95000.0,Not Verified,debt_consolidation,25.54,0.0,662.0,0.0,12.0,0.0,23967.0,83.5,25.0,0
10000.0,36.0,7.29,310.1,A,A4,3.0,RENT,73000.0,Verified,medical,4.7,0.0,732.0,1.0,10.0,0.0,7337.0,36.9,22.0,0
5500.0,36.0,7.49,171.06,A,A4,2.0,MORTGAGE,38000.0,Not Verified,debt_consolidation,27.26,0.0,712.0,4.0,6.0,0.0,6506.0,74.0,16.0,0
28000.0,60.0,24.49,813.49,E,E3,10.0,MORTGAGE,188500.0,Not Verified,credit_card,19.04,1.0,692.0,0.0,11.0,0.0,50534.0,73.0,24.0,0
14700.0,36.0,19.03,539.07,D,D3,10.0,RENT,35000.0,Verified,debt_consolidation,7.24,0.0,667.0,0.0,3.0,1.0,5885.0,85.3,8.0,0
15000.0,36.0,15.61,524.48,C,C5,2.0,RENT,55000.0,Source Verified,debt_consolidation,15.73,0.0,692.0,1.0,19.0,0.0,25896.0,46.7,33.0,1
2400.0,36.0,13.98,82.01,C,C3,3.0,MORTGAGE,73000.0,Not Verified,major_purchase,17.8,0.0,687.0,1.0,9.0,0.0,33211.0,57.1,23.0,0
2000.0,36.0,12.61,67.02,C,C1,7.0,RENT,25000.0,Source Verified,other,22.47,0.0,697.0,0.0,3.0,0.0,202.0,4.2,12.0,0
3600.0,36.0,13.59,122.33,C,C2,4.0,RENT,50000.0,Source Verified,debt_consolidation,25.16,0.0,692.0,0.0,8.0,0.0,12131.0,81.4,11.0,0
15000.0,36.0,9.99,483.94,B,B3,2.0,MORTGAGE,70000.0,Not Verified,credit_card,7.22,0.0,747.0,1.0,8.0,0.0,14653.0,65.1,16.0,0
12000.0,36.0,10.91,392.36,B,B4,5.0,MORTGAGE,43000.0,Source Verified,debt_consolidation,23.42,1.0,667.0,0.0,6.0,1.0,3614.0,43.0,16.0,0
9600.0,36.0,13.49,325.74,C,C2,4.0,RENT,70000.0,Source Verified,debt_consolidation,12.64,4.0,672.0,0.0,8.0,0.0,3521.0,78.2,18.0,0
16000.0,60.0,24.49,464.85,E,E3,10.0,MORTGAGE,78000.0,Verified,debt_consolidation,19.23,0.0,677.0,2.0,6.0,0.0,4321.0,36.6,21.0,0
20000.0,60.0,13.67,461.96,C,C4,2.0,RENT,92500.0,Source Verified,debt_consolidation,25.51,0.0,692.0,1.0,6.0,0.0,4139.0,92.0,35.0,1
20000.0,60.0,14.49,470.47,C,C4,10.0,MORTGAGE,110000.0,Source Verified,debt_consolidation,10.56,0.0,732.0,0.0,11.0,1.0,2688.0,20.8,36.0,0
12000.0,36.0,8.49,378.76,B,B1,10.0,MORTGAGE,74000.0,Not Verified,credit_card,10.38,0.0,667.0,0.0,9.0,1.0,12648.0,63.2,15.0,0
5000.0,36.0,5.32,150.58,A,A1,0.0,OWN,48000.0,Verified,other,27.4,0.0,727.0,0.0,13.0,1.0,14117.0,19.2,19.0,0
19725.0,60.0,19.99,522.49,E,E4,4.0,MORTGAGE,47000.0,Source Verified,debt_consolidation,35.83,0.0,672.0,0.0,12.0,1.0,3258.0,63.9,24.0,1
13000.0,36.0,11.44,428.32,B,B4,0.0,MORTGAGE,49956.0,Not Verified,credit_card,15.88,0.0,732.0,0.0,8.0,0.0,14031.0,36.3,28.0,0
8000.0,36.0,15.61,279.72,C,C3,3.0,RENT,46000.0,Not Verified,credit_card,10.85,0.0,662.0,0.0,6.0,0.0,6975.0,77.5,7.0,1
5000.0,36.0,6.24,152.66,A,A2,4.0,MORTGAGE,60000.0,Source Verified,debt_consolidation,23.42,0.0,787.0,0.0,9.0,0.0,787.0,6.6,18.0,0
32000.0,60.0,21.97,883.26,E,E4,10.0,MORTGAGE,150000.0,Not Verified,debt_consolidation,19.27,1.0,692.0,1.0,17.0,0.0,48577.0,85.2,32.0,0
15000.0,36.0,7.89,469.29,A,A5,10.0,MORTGAGE,77000.0,Source Verified,credit_card,19.73,0.0,697.0,0.0,6.0,0.0,8521.0,57.6,22.0,0
13000.0,36.0,10.99,425.55,B,B2,10.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,26.09,0.0,682.0,0.0,20.0,0.0,27509.0,70.7,36.0,0
29450.0,36.0,23.88,1153.56,E,E2,10.0,MORTGAGE,150000.0,Verified,home_improvement,13.38,0.0,667.0,0.0,15.0,5.0,20316.0,58.9,25.0,1
2000.0,36.0,13.66,68.03,C,C3,2.0,RENT,50000.0,Not Verified,medical,16.58,0.0,697.0,1.0,10.0,0.0,16500.0,70.2,13.0,0
17600.0,60.0,15.59,424.18,C,C5,10.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,7.14,0.0,767.0,0.0,6.0,0.0,1395.0,11.0,16.0,0
5200.0,36.0,13.35,176.09,C,C2,2.0,RENT,65000.0,Source Verified,debt_consolidation,6.63,0.0,737.0,0.0,21.0,0.0,18606.0,17.1,33.0,0
2975.0,36.0,13.65,101.18,C,C1,6.0,MORTGAGE,110000.0,Verified,debt_consolidation,13.27,0.0,717.0,0.0,8.0,0.0,29493.0,72.3,21.0,0
25000.0,36.0,10.99,818.35,B,B3,3.0,MORTGAGE,80000.0,Verified,debt_consolidation,8.17,0.0,712.0,0.0,16.0,0.0,22994.0,39.2,30.0,1
20000.0,60.0,28.99,634.72,G,G5,10.0,RENT,70000.0,Verified,debt_consolidation,32.61,0.0,662.0,2.0,9.0,0.0,13446.0,84.6,32.0,1
8000.0,36.0,11.47,263.7,B,B5,3.0,RENT,52000.0,Source Verified,credit_card,28.76,1.0,667.0,0.0,11.0,0.0,7505.0,62.5,18.0,0
12000.0,36.0,15.59,419.46,C,C5,2.0,RENT,50000.0,Source Verified,debt_consolidation,19.25,0.0,672.0,2.0,3.0,0.0,8165.0,86.9,5.0,1
5800.0,36.0,11.14,190.27,B,B2,10.0,RENT,20400.0,Source Verified,other,11.35,0.0,707.0,3.0,5.0,1.0,4616.0,51.9,11.0,0
18000.0,60.0,22.47,501.97,E,E5,3.0,OWN,50000.0,Verified,debt_consolidation,6.7,0.0,662.0,2.0,10.0,1.0,4323.0,17.0,53.0,1
30000.0,36.0,14.64,1034.68,C,C3,2.0,RENT,212000.0,Source Verified,debt_consolidation,15.19,0.0,677.0,0.0,18.0,0.0,31522.0,77.4,40.0,0
7000.0,36.0,12.49,234.15,B,B5,8.0,OWN,156000.0,Source Verified,car,4.85,1.0,697.0,0.0,3.0,0.0,0.0,,17.0,0
7500.0,36.0,16.78,266.58,C,C5,0.0,RENT,25000.0,Not Verified,credit_card,6.58,0.0,672.0,1.0,5.0,0.0,4742.0,68.7,12.0,1
3600.0,36.0,16.55,127.55,D,D2,10.0,RENT,71000.0,Verified,moving,17.7,0.0,662.0,1.0,11.0,2.0,5003.0,31.9,24.0,0
6000.0,36.0,14.49,206.5,C,C4,0.0,RENT,40000.0,Source Verified,debt_consolidation,8.04,0.0,667.0,1.0,3.0,0.0,1541.0,30.2,10.0,0
23000.0,60.0,19.19,599.04,E,E3,1.0,MORTGAGE,75000.0,Verified,credit_card,25.52,1.0,677.0,1.0,16.0,0.0,32310.0,62.0,42.0,1
21000.0,60.0,15.05,500.14,C,C4,2.0,MORTGAGE,92000.0,Not Verified,debt_consolidation,20.97,0.0,722.0,0.0,10.0,0.0,33806.0,93.9,33.0,0
8000.0,36.0,12.42,267.33,B,B4,2.0,RENT,30000.0,Source Verified,debt_consolidation,13.28,0.0,702.0,1.0,12.0,0.0,10173.0,82.0,15.0,0
19800.0,60.0,14.64,467.31,C,C3,0.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,13.44,0.0,702.0,0.0,8.0,1.0,18944.0,87.3,17.0,0
21000.0,60.0,14.31,492.02,C,C4,1.0,MORTGAGE,140000.0,Source Verified,debt_consolidation,22.22,1.0,732.0,0.0,12.0,0.0,9892.0,22.2,32.0,1
12875.0,60.0,24.5,374.14,F,F3,3.0,MORTGAGE,46758.0,Verified,debt_consolidation,22.03,0.0,687.0,1.0,5.0,0.0,3383.0,89.0,5.0,0
28000.0,36.0,11.14,918.55,B,B2,0.0,MORTGAGE,85000.0,Source Verified,credit_card,19.24,0.0,707.0,2.0,10.0,0.0,13002.0,60.5,29.0,0
11950.0,60.0,16.29,292.45,D,D2,2.0,MORTGAGE,104000.0,Source Verified,credit_card,7.74,0.0,677.0,1.0,10.0,0.0,5091.0,42.8,16.0,1
20000.0,36.0,12.69,670.9,C,C2,0.0,RENT,115000.0,Not Verified,debt_consolidation,11.31,0.0,672.0,1.0,8.0,2.0,12557.0,73.9,12.0,0
24000.0,60.0,22.74,673.0,E,E1,10.0,OWN,61000.0,Not Verified,debt_consolidation,24.46,0.0,702.0,0.0,15.0,0.0,15749.0,69.4,30.0,0
12000.0,36.0,5.32,361.38,A,A1,0.0,MORTGAGE,63500.0,Not Verified,debt_consolidation,14.97,0.0,807.0,0.0,16.0,0.0,14784.0,14.2,36.0,0
12000.0,36.0,6.49,367.74,A,A2,3.0,MORTGAGE,106000.0,Source Verified,other,5.11,0.0,762.0,0.0,9.0,0.0,19723.0,37.9,21.0,0
24000.0,60.0,12.62,541.42,C,C1,0.0,MORTGAGE,92000.0,Not Verified,debt_consolidation,33.02,0.0,762.0,3.0,19.0,0.0,31780.0,24.0,40.0,0
40000.0,36.0,7.07,1236.37,A,A2,8.0,OWN,194000.0,Verified,debt_consolidation,16.99,0.0,732.0,0.0,11.0,0.0,53662.0,80.9,21.0,0
10500.0,36.0,9.49,336.3,B,B2,5.0,MORTGAGE,85209.0,Not Verified,debt_consolidation,17.77,0.0,682.0,0.0,5.0,0.0,28406.0,92.5,13.0,0
10350.0,36.0,16.99,368.96,D,D3,6.0,MORTGAGE,41000.0,Not Verified,home_improvement,18.85,1.0,672.0,0.0,15.0,0.0,8018.0,25.4,31.0,0
24000.0,36.0,14.49,825.99,C,C4,2.0,MORTGAGE,75000.0,Verified,debt_consolidation,30.4,1.0,672.0,1.0,18.0,0.0,33513.0,48.8,35.0,1
4500.0,36.0,10.75,146.8,B,B4,0.0,RENT,40000.0,Source Verified,debt_consolidation,22.2,0.0,732.0,0.0,13.0,0.0,4467.0,30.6,13.0,0
16000.0,60.0,21.49,437.28,D,D5,6.0,RENT,49500.0,Verified,debt_consolidation,16.51,1.0,667.0,0.0,8.0,0.0,5663.0,91.3,11.0,1
18475.0,60.0,30.79,606.73,G,G1,2.0,RENT,190000.0,Source Verified,debt_consolidation,10.19,0.0,722.0,1.0,20.0,4.0,1841.0,36.1,41.0,0
6400.0,36.0,8.99,203.49,B,B1,0.0,RENT,90000.0,Not Verified,other,8.75,0.0,722.0,1.0,13.0,0.0,8607.0,19.9,15.0,1
14600.0,60.0,14.65,344.66,C,C5,10.0,OWN,75000.0,Source Verified,debt_consolidation,23.52,0.0,727.0,1.0,9.0,0.0,25084.0,85.9,19.0,0
15000.0,60.0,15.65,361.99,D,D4,3.0,RENT,30000.0,Not Verified,debt_consolidation,15.84,2.0,687.0,2.0,7.0,0.0,12440.0,70.1,27.0,1
3600.0,36.0,10.99,117.85,B,B2,9.0,RENT,42000.0,Source Verified,debt_consolidation,2.74,0.0,662.0,0.0,4.0,1.0,2727.0,14.4,35.0,0
